acte;nb_sejsea;nb_actes;dms_globale;nb_sej_0_nuit;nb_acte_ambu
JKPD0010;988;988;0,3;916;916
JKPD0020;50;50;0,5;41;41
JKPE0010;1217;1224;0,1;1141;1148
JKPE0020;2445;2452;0,1;2307;2314
JKPJ0010;199;200;0,1;187;188
JKPJ0020;32;32;0,4;26;26
JKQE0010;21753;21831;0,4;18853;18915
JKQE0020;17282;17413;0,2;16189;16307
JKQH0010;245;252;0;237;244
JKQJ0010;365;370;0,1;350;355
JKQJ3500;439;475;0;428;464
JKQX0040;5890;5917;2,8;503;508
JKQX0050;14198;14287;3;1062;1068
JKQX0060;156;157;3,3;60;60
JKQX0070;28188;28405;0,1;26649;26848
JKQX0150;379;382;5,7;237;240
JKQX0200;1968;1978;7,4;37;37
JKQX0270;47;48;1,3;42;43
JKQX1470;1727;1759;4,4;931;942
JKQX2610;24;24;1,7;12;12
JKQX3470;82;83;2;60;61
JKQX4260;58;58;2,7;45;45
JLAD0010;223;232;2,4;93;95
JLCA0010;86;86;2,2;18;18
JLCA0020;201;202;1,6;57;57
JLCA0030;288;288;2,4;22;22
JLCA0040;1797;1801;1,3;608;610
JLCA0050;1909;1912;1,9;320;320
JLCA0070;2912;2920;1,5;777;778
JLCA0080;1967;1996;3;511;518
JLCA0090;772;773;1,7;146;146
JLDA0010;144;144;4;.;.
JLDA0020;5029;5050;1,9;625;626
JLDA0030;25;25;2,8;.;.
JLDA0040;30;30;3,7;.;.
JLDC0150;6979;6998;1,7;738;741
JLFA0010;95;95;0,4;76;76
JLFA0020;1463;1476;0,7;1155;1162
JLFA0030;131;132;11,4;.;.
JLFA0040;756;757;2,3;303;303
JLFD0010;1043;1048;0,1;968;973
JLFD0020;306;306;0,7;240;240
JLGD0010;227;235;4,8;60;62
JLGE0010;252;267;2,1;123;125
JLHA0010;475;476;2,9;293;294
JLJA0010;398;412;5,1;14;14
JLJA0020;108;110;3,1;50;50
JLJB0010;1407;1432;2;597;602
JLJD0010;162;163;3,1;47;47
JLLD0010;1127;1173;5,1;229;230
JLMA0030;13;13;6;.;.
JLMD0010;160;162;0,2;146;148
JLND0010;222;223;0,2;194;195
JLND0020;1067;1068;0,1;994;995
JLNL0021;2240;2303;0,4;1995;1995
JLNL0022;4344;4925;0,3;3880;3880
JLNL0030;34;34;3,8;.;.
JLNL0060;11;11;3,8;.;.
JLNL0081;678;847;0,4;611;611
JLNL0082;1686;1883;0,2;1603;1603
JLPA0010;57;57;0,3;50;50
JLQE0010;432;433;1,6;315;316
JLQE0020;7100;7119;0,1;6796;6814
JLQX0040;441;449;3,8;179;179
JLSD0010;762;764;2,7;86;86
JMBA0010;2009;2012;1;1047;1048
JMCA0010;860;869;4,9;.;.
JMCA0020;244680;245663;4,4;441;444
JMCA0030;4721;4746;4,8;.;.
JMCA0040;72;73;5,1;.;.
JMCA0050;571;576;2,4;172;173
JMCA0060;95;95;4,5;.;.
JMDA0010;424;425;1,4;137;138
JMEA0010;500;503;0,6;304;305
JMEA0020;20;20;0,6;14;14
JMFA0010;2986;3015;0,2;2466;2490
JMFA0020;3102;3146;0,4;2770;2811
JMFA0030;1925;1950;1,4;1251;1269
JMFA0040;12;13;7,7;.;.
JMFA0050;39;39;8,1;.;.
JMFA0070;102;103;10;18;18
JMFA0080;148;150;5,2;15;16
JMFA0090;117;117;13,2;.;.
JMHA0010;628;636;3;436;442
JMMA0010;16;16;1,6;.;.
JMMA0020;2796;2808;0,4;2313;2319
JMMA0040;35;35;0,3;25;25
JMMA0050;4047;4460;0,1;3682;4061
JMPA0010;5314;5363;0,6;2771;2795
JMPA0020;80;80;1,2;58;58
JMPA0030;172;172;1;128;128
JMPA0040;64;64;4,6;54;54
JMPA0050;1201;1210;1,2;535;538
JMPA0060;25849;25943;4,8;39;39
JMPP0010;38;38;0,5;32;32
JMQX0040;188;188;10;36;36
JMQX0050;1121;1241;2,8;530;540
JNBD0010;3320;3361;1,7;1758;1772
JNBD0020;2635;2677;5,7;44;44
JNCA0010;727;729;4,8;.;.
JNCA0020;259;260;6,3;.;.
JNFA0010;210;210;9,3;.;.
JNGD0020;494;501;5,9;114;116
JNJD0010;6014;6058;2;1232;1239
JNJD0020;83060;83724;0,2;73236;73782
JNJP0010;96096;96507;0;93726;94095
JNMD0010;7690;7747;0,8;4509;4524
JNMD0020;38044;38323;4,6;109;112
JNQD0010;23591;23822;4,5;154;155
JNQK0010;29;29;2,9;.;.
JNQM0010;9054;9228;0,8;6315;6386
JPGD0010;13956;14012;4,8;36;36
JPHB0010;122;122;0,9;101;101
JPHB0020;988;1001;0,1;942;954
JPHJ0010;172;175;3,3;39;39
JPHJ0020;1828;1871;2,5;1054;1074
JPJB0010;408;427;3,7;49;52
JPLB0010;204;208;4,4;12;12
JPQE0010;179;183;2,6;88;88
JPQX0070;29378;29621;6,8;392;394
JPQX0190;2626;2642;9,7;23;23
JQCB0010;32;36;3,7;.;.
JQED0010;1031;1036;7,7;.;.
JQED0020;3564;3573;4,5;.;.
JQEP0010;2097;2124;1,7;1425;1434
JQGA0010;16;16;1,8;.;.
JQGA0020;45721;45868;5,2;43;43
JQGA0030;74490;74746;6;100;100
JQGA0040;22902;22977;7,7;129;129
JQGA0050;50;50;5,4;.;.
JQGD0010;2206;2217;4,5;13;13
JQGD0020;2037;2059;7,9;11;11
JQGD0030;795;799;5,7;.;.
JQGD0040;1505;1512;5,2;.;.
JQGD0050;300;301;6,4;.;.
JQGD0060;17531;17574;4,8;23;23
JQGD0070;3585;3617;6,5;20;21
JQGD0080;682;685;4,7;.;.
JQGD0090;54446;54677;4,9;63;63
JQGD0100;208066;208768;4,8;358;360
JQGD0110;289;290;5,8;.;.
JQGD0120;287824;288835;3,9;793;797
JQGD0130;181;181;6,6;.;.
JQGD0140;97;100;2,8;36;36
JQHB0010;5191;5315;5;.;.
JQHB0020;69;70;3;20;20
JQHF0020;271;278;2;98;99
JQJB0010;78;82;3;.;.
JQLF0010;316;351;2,9;12;12
JQLF0020;27;28;2,5;.;.
JQLF0030;1676;1726;2,5;87;91
JQQJ0370;13307;15113;3,9;2237;2286
JQQM0010;20672;21716;3,5;8147;8377
JQQM0020;6951;7283;4,6;2606;2632
JQQM0030;12483;13263;3,7;6121;6153
JQQM0070;1080;1232;7,3;361;363
JQQM0080;789;914;6,2;349;353
JQQM0100;1624;1652;1,6;1099;1108
JQQM0150;71;74;2,7;31;31
JQQM0160;6508;6751;6,5;2361;2403
JQQM0170;748;803;10,2;189;190
JQQM0180;2786;2891;5,3;1245;1252
JQQM0190;479;507;8,4;114;118
JQQP0010;126118;216204;3,7;29417;30138
JQQP0990;48469;48845;5,3;62;63
JQQP9000;142;147;4,9;.;.
JQQX0030;765;777;1,9;281;287
JQQX0050;531;539;1,7;190;192
JQQX1090;13158;13268;0,4;10313;10360
JRGA0010;1232;1238;0,9;699;703
JRGA0020;59;60;2,3;19;19
JRGA0030;52;52;5,5;11;11
JRGA0040;126;130;4,1;.;.
JRGC0010;89;89;3,3;.;.
JRPA0010;449;452;1,2;216;217
JRQD0010;1023;1056;0,6;994;1026
JRQP0010;8132;13483;2,2;6694;8563
JRRD0010;3120;3513;1,9;2517;2801
JSED0010;221;228;0,1;214;220
JSLD0010;20;23;0,8;18;19
JVJB0010;13345;35093;2,3;10571;10696
JVJB0020;365;1776;24,8;21;21
JVJF0020;30702;68699;10,8;17407;17413
JVJF0030;240;332;7,9;172;172
JVJF0040;2237328;2339748;0,2;2201570;2201609
JVJF0050;15928;99562;24,4;1349;1360
JVJF0070;30;191;45,1;.;.
JVJF0080;1917054;1952470;0,1;1904172;1904206
JVQF0010;983;1037;0,4;950;957
JVQF0020;559;562;0,1;553;555
JVQF0030;684;684;0,2;676;676
JVQF0060;1393;1400;0,2;1340;1344
JVQF0070;759;802;0,3;723;723
JVQF0100;32;32;0,8;31;31
JVQP0020;1673;1682;0,3;1642;1650
JVQP0040;477;477;0,2;455;455
JVQP0060;662;662;0;660;660
JVQP0070;1940;1945;0;1924;1929
JVQP0080;569;570;0,8;531;532
JVQP0090;576;600;0,9;527;532
JVRP0010;115;118;0,6;104;104
JVRP0030;31;31;0,2;30;30
JVRP0040;66804;67259;0;66556;66556
JVRP0060;3140;3147;0;3134;3141
JVRP0070;4625;5343;0,3;4429;4429
JVRP0080;9219;12025;0,5;8678;8682
JZMA0011;468;470;8,2;.;.
JZMA0012;193;194;7,2;.;.
JZMA0020;122;123;8,4;.;.
JZMA0030;25;25;7,1;.;.
JZNP0010;521;524;0,2;485;488
JZNP0020;248;251;0,3;221;224
JZNP0030;80;80;0,3;68;68
JZQD0010;745;779;0,7;727;759
JZQH0020;133;134;5,8;55;55
JZQH0030;25;25;6,2;12;12
KAFA0010;1846;1879;7,1;.;.
KAFA0020;38;38;14,7;.;.
KAFE9000;603;615;7,5;.;.
KBFA0010;32;32;16,2;.;.
KCFA0010;1132;1137;2,1;211;214
KCFA0020;25;25;2,2;.;.
KCFA0030;13;13;3,6;.;.
KCFA0040;343;344;6,3;88;88
KCFA0050;17976;18034;2,4;74;74
KCFA0070;261;261;4,3;.;.
KCFA0080;12901;12945;1,5;2146;2156
KCFA0090;65;65;4;.;.
KCFA0100;446;446;1,8;85;85
KCFA0110;2067;2073;1,8;214;215
KCGA0010;407;409;1,2;210;212
KCHB0010;52;55;9,5;23;24
KCHJ0010;3541;3559;2,1;3128;3139
KCHJ0020;55;56;6,7;30;30
KCHJ0030;241;248;9;116;117
KCHJ0040;611;619;4;477;481
KCJA0010;294;299;8,3;.;.
KCJB0010;294;295;0,2;277;278
KCMA0010;1947;1951;1,7;177;177
KCNL0030;3296;3304;0,3;2980;2986
KCNL0040;4244;4316;2,4;34;34
KCQL0010;434;442;4,9;338;346
KCQL0020;234;236;3,1;49;49
KCQL0030;3236;3241;2,9;2501;2503
KCQM0010;27737;28355;9;10081;10394
KCQX0040;10929;10998;2,3;176;176
KCQX0050;10041;10243;1,6;1421;1429
KDEA0010;458;460;2,7;14;14
KDFA0010;237;237;2,6;20;20
KDFA0020;5446;5494;1,3;1749;1760
KDFC0010;210;210;1,2;69;69
KDQA0010;4704;4731;1,9;629;634
KDQA0030;47;47;2,4;.;.
KDQC9000;12;12;1,8;.;.
KDQL0010;575;579;7,5;317;319
KDQM0010;2140;2168;10,5;763;769
KDQX0050;3445;3559;1,5;900;912
KEFA0010;62;65;12,8;.;.
KEFA0020;343;346;13;.;.
KEFC0010;397;406;4,8;.;.
KEFC0020;1654;1677;4,1;29;29
KEQL0010;248;272;7,2;116;120
KEQL0020;24;27;13,9;.;.
KEQX0040;1694;1732;5,7;25;25
KFFA0010;53;53;2,6;.;.
KGQL0010;1553;1745;0,1;1534;1726
KGQL0030;1136;1151;0;1129;1144
KGQL0040;423;426;1,4;380;381
KGQP0010;1125;1395;0,5;1067;1335
KGQP0030;61;62;7,9;20;20
KGQP0050;83;283;12,4;.;.
KZFA0010;20;21;13,6;.;.
KZFC0010;11;11;3,1;.;.
KZQL0020;199;205;2;69;69
KZQL0040;14;14;11,4;.;.
LABA0010;159;159;2,8;.;.
LABA0020;41;41;3;12;12
LABA0030;52;52;1,2;20;20
LABA0040;733;737;0,6;503;507
LACA0010;90;91;7;.;.
LACA0020;590;602;4;96;98
LACA0030;393;403;6;35;36
LACA0040;51;52;8,4;.;.
LACA0050;23;24;17,2;.;.
LACA0070;45;47;13;.;.
LACA0080;28;31;21,7;.;.
LACA0100;11;11;8,4;.;.
LACA0120;233;235;12,9;.;.
LACA0130;73;73;8;.;.
LACA0140;28;28;7,6;.;.
LACA0160;11;11;8,2;.;.
LACA0170;12;13;28,2;.;.
LACA0190;47;48;3,3;11;11
LACB0010;49;49;7,5;.;.
LACB0020;102;105;2,4;33;33
LAEA0010;11;11;7,4;.;.
LAEA0060;159;167;4,6;.;.
LAEA0070;355;357;1,4;294;295
LAEA0090;28;31;12,3;.;.
LAEP0010;1076;1082;1,2;661;666
LAEP0020;7592;7635;0,4;6829;6864
LAFA0010;19;19;3,6;.;.
LAFA0040;241;245;5;58;59
LAFA0050;31;32;9,5;.;.
LAFA0060;24;26;7,6;.;.
LAFA0080;21;21;8,2;.;.
LAFA0110;354;359;2,4;178;181
LAFA0120;1742;1744;0,2;1513;1515
LAFA0130;287;294;2,4;135;137
LAFA0140;1182;1225;4;264;266
LAFA0150;728;729;1,1;372;372
LAFA0160;715;715;0,7;472;472
LAFA0170;1053;1058;1,6;514;514
LAFA0180;2065;2071;1;952;955
LAFA0190;3685;3689;0,6;2234;2236
LAFA0200;1088;1088;0,6;625;625
LAFA0210;3711;3799;0,9;2447;2497
LAFA0220;1840;1845;1;837;839
LAFA0230;1295;1296;0,6;826;827
LAFA0240;1228;1234;1,1;675;677
LAFA9000;1194;1233;32,3;.;.
LAGA0010;21;22;1,2;.;.
LAGA0020;1231;1246;0,4;984;996
LAGA0030;1862;1898;1;1320;1343
LAGA0040;147;153;2,2;89;92
LAGA0050;1450;1462;0,4;1182;1189
LAGA0060;31;34;3,4;14;14
LAGA0070;202;206;17,4;.;.
LAGA0080;93;93;2,1;36;36
LAGA3810;15;15;0,3;13;13
LAHA0010;81;83;6,5;26;26
LAHA0020;459;463;1,9;280;280
LAHH0060;17;17;2;.;.
LALA0010;177;188;7,1;32;33
LALA0020;620;633;0,2;510;522
LALA4690;350;355;0,3;279;284
LALB0010;93;93;0,1;86;86
LAMA0030;78;81;2,8;.;.
LAMA0040;46;46;4,7;.;.
LAMA0050;17;18;9,4;.;.
LAMA0060;14;15;14,9;.;.
LAMA0070;1173;1194;2,9;167;168
LAMA0080;58;60;8,7;.;.
LAMA0090;1887;1912;13,8;54;54
LAMA0100;14;14;7;.;.
LAMA0120;40;41;1,6;17;17
LAPA0010;68;70;16;.;.
LAPA0020;34;38;5,8;.;.
LAPA0030;58;62;3,6;.;.
LAPA0040;15;16;3;.;.
LAPA0050;123;126;5,1;18;18
LAPA0060;418;434;4,1;.;.
LAPA0080;200;207;9,3;.;.
LAPA0090;15;16;6,1;.;.
LAPA0100;18;19;3,1;.;.
LAPA0110;82;94;2;.;.
LAPA0120;223;236;2,2;13;14
LAPA0130;51;52;2,9;.;.
LAPA0150;262;266;21,6;.;.
LAPA0160;81;81;5,4;.;.
LAPB0010;12;13;0,6;.;.
LAPB0020;26;27;0,1;24;25
LAPB0030;12;12;0,1;11;11
LAPB0040;28;28;0,2;23;23
LAPB0060;11;13;0,4;.;.
LAQJ0010;1568;1594;8,9;645;651
LAQK0010;3237;3452;2,4;259;267
LAQK0020;2961;3009;8,2;1061;1063
LAQK0030;18310;20223;7,9;4073;4230
LAQK0050;4645;4697;7,6;1026;1033
LAQK0080;69;69;2,3;.;.
LAQK0090;9596;10058;9,4;1717;1721
LAQK0110;120;120;10,5;26;26
LAQK0120;1816;1881;2,1;285;289
LAQK0130;30714;31372;8,4;8213;8280
LAQK0270;8083;8397;4,9;1976;2014
LAQN0010;445;450;9;197;198
LARA0020;13;13;1;.;.
LARA0030;17;17;5,1;.;.
LBAA0010;145;150;2,2;49;50
LBBA0030;749;756;1,1;246;246
LBBA0040;90;90;3,2;13;13
LBBA0050;379;379;1,2;68;68
LBBA0060;52;52;1,5;35;35
LBCA0010;853;876;3,4;36;38
LBCA0020;424;429;7,2;16;16
LBCA0030;248;253;7,6;.;.
LBCA0040;295;317;4,8;.;.
LBCA0050;59;60;19;.;.
LBCA0060;1560;1590;4,1;108;108
LBCA0070;291;308;3,7;.;.
LBCA0080;81;85;16,5;.;.
LBCA0090;147;149;8,6;.;.
LBCA0100;61;62;8,8;.;.
LBCB0010;197;199;8,3;18;18
LBCB0020;207;209;3,5;22;22
LBDA0010;125;131;0,9;52;53
LBDD0010;57;59;4,3;15;15
LBEA0010;59;74;2,4;37;51
LBED0010;44;44;9,3;.;.
LBED0020;51;51;2,4;11;11
LBED0030;136;137;4,6;19;19
LBED0040;22;23;12,1;.;.
LBED0050;41;42;2,4;.;.
LBED0060;173;177;2,2;33;35
LBEP0050;178;190;3,5;84;86
LBFA0020;2893;2930;0,6;2478;2506
LBFA0030;102;103;2,3;.;.
LBFA0040;57;57;2,8;.;.
LBFA0050;72;72;18;.;.
LBFA0060;102;103;8,5;.;.
LBFA0070;24;25;18,8;.;.
LBFA0080;497;513;1,4;373;388
LBFA0090;12;12;17;.;.
LBFA0100;430;432;1,7;68;69
LBFA0110;12;12;9,8;.;.
LBFA0120;39;39;0,5;29;29
LBFA0130;11;11;1,7;.;.
LBFA0150;574;580;0,3;487;493
LBFA0160;22;25;4,9;.;.
LBFA0170;25;26;12;.;.
LBFA0180;2171;2196;0,7;1609;1624
LBFA0190;20;21;5,3;.;.
LBFA0200;18;18;4,2;.;.
LBFA0230;8681;9009;0,4;8099;8399
LBFA0240;269;272;9,5;34;34
LBFA0250;77;88;5,5;11;12
LBFA0260;40;40;3,1;.;.
LBFA0270;17;17;16,4;.;.
LBFA0280;39;39;1,4;24;24
LBFA0300;4681;4768;0,3;4128;4202
LBFA0310;898;1012;0,2;831;931
LBFA0320;47;53;5,6;.;.
LBFA0330;408;410;3,8;113;114
LBFA0350;17;19;4,2;.;.
LBFA0360;12;13;18;.;.
LBGA0010;23;24;2,3;.;.
LBGA0020;24;25;0,7;21;21
LBGA0030;40;43;0,2;36;36
LBGA0040;134;142;0,8;101;107
LBGA0050;250;252;1,8;163;163
LBGA0060;13;13;0,7;.;.
LBGA0070;15;15;0,1;13;13
LBGA0080;11;11;0,4;.;.
LBGD0010;110;115;7,7;68;68
LBLB0010;306;354;0,4;266;305
LBLB0020;56;57;0,2;53;54
LBLD0030;87;88;4,4;31;31
LBLD0040;353;368;0,9;261;273
LBLD0060;279;284;4,2;172;172
LBLD0070;15;17;12,2;.;.
LBLD0090;88;99;1,5;17;17
LBLD0100;576;590;0,7;508;512
LBLD0130;207;211;0,6;186;188
LBLD0150;602;630;0,1;575;600
LBLD0160;24;29;12,4;.;.
LBLD0180;13;13;1,6;.;.
LBLD0200;91;93;0,2;77;79
LBLD0250;175;191;0,3;131;146
LBLD0260;36;36;0,3;26;26
LBLD0380;62;68;0,5;37;41
LBLD1930;12;13;5;.;.
LBLD2000;16;16;0,3;12;12
LBLD2610;28;29;0,2;22;23
LBLD2940;20;20;0,3;14;14
LBLP0010;795;864;1,8;39;40
LBMA0010;34;40;4,5;.;.
LBMA0030;24;24;1,2;.;.
LBMA0060;94;99;0,9;48;48
LBMP0010;174;183;2,1;73;80
LBMP0030;108;110;13,8;30;30
LBPA0010;3055;3063;1,4;253;254
LBPA0020;391;397;1,8;21;21
LBPA0030;115;115;1,2;59;59
LBPA0040;2327;2337;2;22;23
LBPA0050;37;38;4,8;.;.
LBPA0060;329;332;1,5;14;15
LBPA0080;13;13;2,7;.;.
LBPA0090;31;32;0,9;22;23
LBPA0110;234;236;2;.;.
LBPA0120;5379;5389;0,8;2868;2875
LBPA0130;1122;1139;1,6;90;90
LBPA0150;215;218;1,7;23;23
LBPA0160;54;54;2,7;25;25
LBPA0180;243;244;1,3;31;31
LBPA0190;34;34;1,3;.;.
LBPA0200;958;960;1,9;.;.
LBPA0210;76;76;1,3;11;11
LBPA0220;13;13;1,1;.;.
LBPA0230;459;463;1,8;.;.
LBPA0250;17;19;1;.;.
LBPA0280;51;55;2,7;.;.
LBPA0290;790;793;1,7;42;42
LBPA0310;43;45;0,7;20;22
LBPA0320;610;611;0,9;170;170
LBPA0330;379;379;1,9;.;.
LBPA0350;525;527;1,4;59;60
LBPA0370;42;42;1,3;.;.
LBPA0400;881;892;2,2;11;11
LBPA0420;6004;6053;1,5;253;255
LBPA0430;455;456;1,1;99;100
LBQK0010;21;22;3,7;.;.
LBQK0040;50;57;0,1;48;55
LBQK0050;137;140;4,3;55;58
LBQP0010;70;77;2,9;57;64
LCFA0010;48;54;0,9;26;31
LCFA0020;11;12;1,8;.;.
LCFA0030;437;461;0,1;392;415
LCFA0040;234;234;0,8;130;130
LCFA0050;79;80;0,5;54;55
LCFA0060;137;140;1,3;71;73
LCFA0070;85;88;2,1;48;48
LCFA0080;880;885;1,1;265;270
LCFA0090;1067;1125;0,2;975;1028
LCFA0100;19;19;0,3;15;15
LCFA0110;1018;1021;0,5;736;737
LCFA0120;151;153;1,5;67;68
LCGA0020;53;54;1,8;38;38
LCJA0020;565;580;5,6;118;119
LCJA0030;1453;1501;4,4;205;207
LCJA0040;1742;1769;2,4;830;834
LCLB0010;7129;7370;0,2;7066;7303
LCPA0010;2239;2246;1,4;246;249
LCPA0020;92;94;1,3;38;38
LCQH0010;31308;32916;8,6;5051;5075
LCQJ0010;1513;1525;10,6;523;523
LCQK0010;2948;2979;11,1;646;647
LCQK0020;422;432;11,4;178;183
LCQN0010;447;450;5,3;290;290
LDAA0010;1041;1065;8,1;.;.
LDAA0020;182;191;2,7;.;.
LDCA0020;142;144;14;.;.
LDCA0030;92;95;19,5;.;.
LDCA0040;106;112;11;.;.
LDCA0050;61;61;9,1;.;.
LDCA0060;208;212;11;.;.
LDCA0070;12;12;9,2;.;.
LDCA0090;27;27;15,4;.;.
LDCA0100;84;84;24;.;.
LDCA0110;1401;1431;10,1;.;.
LDCA0120;108;110;12,1;.;.
LDCA0130;5348;5413;3,8;63;63
LDEB0020;280;294;12,2;.;.
LDEP0010;506;2761;4,8;23;23
LDEP0020;51;51;11,2;.;.
LDEP0030;32;32;7,8;.;.
LDFA0010;174;179;3,4;11;12
LDFA0020;10336;10580;2,3;143;143
LDFA0030;852;865;8,9;.;.
LDFA0040;55;55;9,4;.;.
LDFA0050;95;97;4,7;.;.
LDFA0060;266;266;3,5;.;.
LDFA0070;1297;1306;3,4;.;.
LDFA0080;2849;2874;3,1;54;54
LDFA0090;464;470;8,9;.;.
LDFA0100;13;13;18,3;.;.
LDFA0110;413;418;2,9;.;.
LDFA0120;318;327;15,5;.;.
LDGA0010;17;17;8,1;.;.
LDGA0020;176;179;7,1;.;.
LDHA0020;24;24;4,8;.;.
LDKA4260;1600;1612;1,7;46;46
LDKA7670;530;541;1,9;.;.
LDMP0010;785;865;15,6;180;182
LDMP0020;274;289;8,1;11;12
LDMP0030;150;156;16,6;36;36
LDPA0010;352;357;7,8;.;.
LDPA0030;78;78;9,6;.;.
LDPA0040;18;18;10,2;.;.
LDPA0060;68;70;9,4;.;.
LDPA0070;374;379;9,6;.;.
LDPA0080;6119;6508;2,5;78;79
LDPA0090;182;182;4,1;.;.
LDQK0010;21584;22790;5,8;2998;3053
LDQK0020;15720;16078;4,8;3072;3092
LDQK0040;3465;3514;6,7;877;888
LDQK0050;1697;1705;5,5;343;343
LECA0010;15;16;31,5;.;.
LECA0020;19;19;18,7;.;.
LECA0030;15;15;22,5;.;.
LECA0050;17;18;26,2;.;.
LECA0060;43;44;11,3;.;.
LECC0010;17;18;8,7;.;.
LEFA0010;29;29;15,5;.;.
LEFA0020;82;84;9,2;.;.
LEFA0030;27;27;13,2;.;.
LEFA0040;28;28;17,3;.;.
LEFA0060;14;14;14,6;.;.
LEFA0070;40;40;9,6;.;.
LEFA0080;12;12;5,2;.;.
LEFA0100;26;26;13,6;.;.
LEFA0130;21;22;9,2;.;.
LEMA0020;12;12;7,1;.;.
LEMA0040;48;48;4,1;.;.
LEMP0010;1697;1784;8,2;93;96
LEPA0010;54;54;4,8;.;.
LEPA0080;19;19;19;.;.
LEPA0090;382;382;4,2;.;.
LEQK0010;13270;13625;8,4;2362;2390
LEQK0020;40430;41258;8,2;9311;9350
LFAA0010;21939;22186;2;3837;3866
LFAA0020;27408;28157;3,8;853;862
LFCA0010;257;258;9,4;.;.
LFCA0020;226;230;12,1;.;.
LFCA0030;293;295;5;.;.
LFCA0040;1131;1142;4;.;.
LFCA0050;1236;1257;5;.;.
LFCC0010;81;82;3,1;.;.
LFDA0010;908;918;6;.;.
LFDA0020;131;133;6,1;.;.
LFDA0030;469;477;4,4;.;.
LFDA0040;1890;1909;5,4;.;.
LFDA0050;65;66;2,8;36;36
LFDA0060;5396;5527;5,4;13;13
LFDA0070;106;108;4,2;.;.
LFDA0080;170;172;4,9;.;.
LFDA0090;7270;7405;4,9;44;45
LFDA0100;474;477;5,9;.;.
LFDA0110;24;25;5,2;.;.
LFDA0120;637;640;5,5;71;71
LFDA0130;69;70;4,9;.;.
LFEP0020;854;2577;4,6;128;128
LFFA0010;23000;23559;4,3;367;372
LFFA0020;17857;17930;2,6;2228;2230
LFFA0030;537;539;3,6;33;33
LFFA0040;3169;3192;2,5;349;353
LFFA0050;1093;1098;4,1;.;.
LFFA0060;2816;2823;2,3;483;483
LFFA0070;144;145;5,1;.;.
LFFA0080;11;12;8,6;.;.
LFFA0090;100;102;12,4;.;.
LFFA0100;799;825;3,4;25;25
LFFA0110;663;664;3,1;.;.
LFFA0120;14;14;12,9;.;.
LFFA0130;44;44;18,8;.;.
LFFC0020;66;66;2;.;.
LFGA0010;86;86;5,9;.;.
LFHA0010;13;13;42,8;.;.
LFHC0010;11;11;9,6;.;.
LFKA0010;1863;1888;2,9;18;19
LFMA0010;71;72;5,6;.;.
LFMP0010;944;968;7,3;203;204
LFPA0010;3743;3784;3,8;11;11
LFPA0020;160;162;7;.;.
LFQK0010;22864;23457;6;3957;3964
LFQK0020;83788;88734;6,4;12787;12980
LGCA0010;208;212;20,9;.;.
LGDA0010;300;304;11,2;.;.
LGFA0010;173;173;6,1;.;.
LGFA0030;19;19;33,2;.;.
LGFA0050;193;194;4,7;26;26
LGQK0010;4165;4237;6,7;1397;1405
LHCA0010;53;54;7,9;.;.
LHCA0020;5906;6040;8,8;195;197
LHCA0100;5886;5961;9,1;21;22
LHCA0160;964;978;9,1;12;12
LHDA0010;816;827;8,9;12;12
LHDA0020;1619;1649;5;13;13
LHEB0010;107;109;10,3;.;.
LHEB0020;116;117;7,2;.;.
LHEP0020;507;514;2;361;361
LHEP0030;131;137;13,3;.;.
LHEP0040;15;95;6,6;.;.
LHEP0050;414;1594;3,8;14;14
LHFA0010;3182;3190;6,1;14;14
LHFA0030;43;44;13,6;.;.
LHFA0130;209;213;12,8;.;.
LHFA0160;17452;17551;4,4;1118;1119
LHFA0190;226;230;12,7;.;.
LHFA0240;337;344;10,9;.;.
LHFA0250;283;287;12;.;.
LHFA0270;224;224;9,1;.;.
LHFA0280;2114;2159;8,9;.;.
LHFA0290;817;821;9,9;.;.
LHFA0310;89;89;8,2;.;.
LHFH0010;217;220;2,7;48;49
LHGA0040;158;159;9,7;.;.
LHGA0060;267;268;9;.;.
LHGA0070;2706;2737;6,1;218;218
LHHA0060;85;86;14;.;.
LHHA0070;4151;4190;4,5;636;641
LHHH0010;401;414;11,9;136;136
LHHH0020;6222;6301;5,6;3843;3856
LHHH0030;4874;5013;5,5;1542;1557
LHLB0010;3543;4610;0,9;2899;3829
LHLB0020;511;533;4,7;80;82
LHLH0010;874;994;1,3;680;793
LHLH0020;2701;2875;2,8;1888;2005
LHLH0030;5095;6370;1,9;3475;4007
LHMA0030;231;234;10,5;.;.
LHMA0040;60;61;14,2;.;.
LHMA0060;842;853;8,6;.;.
LHMA0070;213;218;8,2;.;.
LHMA0080;17;18;3,7;.;.
LHMA0110;2671;2681;3,2;81;81
LHMA0140;14;14;8,2;.;.
LHMA0150;624;626;8;.;.
LHMA0160;67;68;9;.;.
LHMH0020;7559;7636;3,9;2589;2601
LHMH0050;2312;2349;4,6;1231;1243
LHMH0270;129;131;3,2;56;58
LHMH1400;489;491;6,2;22;23
LHMH1820;915;933;4,3;489;494
LHMH1970;3965;4011;4,1;498;501
LHMH2280;2373;2416;4,7;200;200
LHMH2380;54;55;3,9;.;.
LHMH3910;379;383;4,2;43;43
LHMH4440;3631;3777;4,6;1088;1120
LHMH4540;28;28;7,2;.;.
LHMH7050;58;58;5,8;.;.
